,Player,Pos,Age,Tm,G,MP,GS,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,Fast.Break.Pts,Points.In.Paint,Points.off.TO,X2nd.Chance.PTS,Points.scored.per.shot,MPG,A2TO
1,Aaron Brooks,PG,33,MIN,32,189,1,5.3,13.1,0.406,2.1,5.9,0.355,3.2,7.2,0.447,1.5,2.1,0.727,1.3,1.9,3.2,3.8,1.1,0,2.1,5.3,14.3,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0,13,19.9,0.1,0.1,0.1,0.033,-0.8,-3.6,-4.3,-0.1,0,0.48,0.21,0.38,1.078,5.90625,1.80952381
2,Aaron Gordon,PF,22,ORL,58,1909,57,7.1,16.3,0.434,2.2,6.4,0.336,4.9,9.9,0.497,3,4.2,0.698,1.6,7,8.6,2.6,1.1,0.8,2,2.1,19.3,16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0.072,0,0,0,1,2.77,7.23,2.66,2.28,1.219,32.9137931,1.3
3,Abdel Nader,SF,24,BOS,48,522,1,3.4,10.3,0.336,1.6,4.5,0.354,1.9,5.8,0.321,1.6,2.7,0.59,0.9,4,4.9,1.8,1,0.7,2.3,3.1,10.1,5.1,0.439,0.436,0.262,2.8,12,7.4,7.1,1.4,1.6,17,17.1,-0.9,0.8,-0.1,-0.014,-5.9,0.3,-5.6,-0.5,0.29,0.94,0.5,0.82,1.033,10.875,0.782608696
4,Adreian Payne,PF,26,ORL,5,43,0,5.9,8.4,0.7,1.7,2.5,0.667,4.2,5.9,0.714,4.2,5,0.833,1.7,5.9,7.5,0,1.7,0,1.7,5,17.6,18.8,0.831,0.3,0.6,5.1,18,11.5,0,2.3,0,13.7,15,0.1,0,0.2,0.203,0.1,-4.1,-4.1,0,0,1.2,1,1.2,2.1,8.6,0
5,Al-Farouq Aminu,PF,27,POR,69,2072,67,4,10.1,0.395,2.2,5.9,0.369,1.8,4.2,0.432,1,1.4,0.738,1.7,7.4,9.1,1.5,1.4,0.7,1.4,2.4,11.2,12,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.8,1.9,1.1,1.6,0.75,2.73,1.62,1.16,1.115,30.02898551,1.071428571
6,Al Horford,C,31,BOS,72,2277,72,5.8,11.9,0.489,1.5,3.6,0.429,4.3,8.3,0.514,1.5,1.9,0.783,1.6,6.8,8.4,5.4,0.7,1.2,2.1,2.2,14.7,17.6,0.575,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4,3.8,7.8,0.165,1.1,2.9,4,3.5,0.57,5.77,1.72,1.08,1.242,31.625,2.571428571
7,Al Jefferson,C,33,IND,36,484,1,8.3,15.5,0.534,0,0.2,0,8.3,15.2,0.541,2.2,2.7,0.833,2.2,8.4,10.6,2.2,1.2,1.7,1.6,4.9,18.7,20.2,0.563,0.014,0.173,7,26.2,16.7,10,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.158,-1.7,1.3,-0.5,0.2,0.13,4.45,0.94,0.87,1.207,13.44444444,1.375
8,Alec Burks,SG,26,UTA,64,1059,1,5.8,14.1,0.411,1.6,4.8,0.331,4.2,9.2,0.452,3.6,4.2,0.863,0.6,5.9,6.5,2.3,1.3,0.3,2,2.5,16.8,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-2.8,-0.2,0.9,3.19,1.51,0.69,1.194,16.546875,1.15
9,Alec Peters,PF,22,PHO,20,225,0,4.5,11.8,0.378,2.9,9.3,0.31,1.6,2.6,0.625,1.3,1.6,0.8,1.3,4.6,5.9,1.9,0.3,0.3,0.6,2.1,13.1,10.7,0.523,0.784,0.135,3.7,14,8.8,7.9,0.4,0.7,4.9,15.5,0.2,0,0.3,0.055,-0.2,-3.1,-3.3,-0.1,0.33,0.5,0.25,0.17,0.75,11.25,3.166666667
10,Alex Abrines,SG,24,OKC,75,1134,8,3.7,9.2,0.395,2.7,7,0.38,1,2.2,0.443,1.2,1.5,0.848,0.8,2.8,3.6,0.9,1.2,0.3,0.8,3.9,11.2,9,0.567,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1,2.2,0.094,-0.5,-1.7,-2.2,-0.1,0.72,0.84,0.81,0.66,1.202,15.12,1.125
11,Alex Caruso,PG,23,LAL,37,562,7,3.2,7.4,0.431,0.8,2.8,0.302,2.4,4.7,0.507,1.3,1.9,0.7,1,3.2,4.2,4.8,1.5,0.6,2.7,3.3,8.6,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.4,0.5,-2.9,-0.1,0.39,1.57,0.46,0.25,1.134,15.18918919,1.777777778
12,Alex Len,C,24,PHO,69,1395,13,5.5,9.8,0.566,0,0.1,0.333,5.5,9.7,0.568,4.1,6,0.684,4.5,8.9,13.4,2.1,0.7,1.6,2,4.1,15.1,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1,0.25,5.33,0.97,2.33,1.561,20.2173913,1.05
13,Alex Poythress,PF,24,IND,25,104,0,3.8,9,0.423,1.4,3.8,0.364,2.4,5.2,0.467,0,0,NA,2.4,3.5,5.9,0.7,1,0.3,0.7,5.5,9,7.8,0.5,0.423,0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12,0.1,0.1,0.1,0.066,-2.3,-1.7,-4,-0.1,0.09,0.61,0.09,0,1.083,4.16,1
14,Alfonzo McKinnie,SF,25,TOR,14,53,0,5.4,10.2,0.533,2,6.1,0.333,3.4,4.1,0.833,1.4,2,0.667,0.7,4.1,4.8,0.7,0.7,0.7,2,5.4,14.3,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16,0,0.1,0.1,0.084,-1.3,-1.8,-3.1,0,0,0.46,0,0,1.462,3.785714286,0.35
15,Allen Crabbe,SG,25,BRK,75,2197,68,5.5,13.6,0.407,3.3,8.7,0.378,2.2,4.8,0.461,1.9,2.2,0.852,0.5,4.9,5.3,1.9,0.8,0.6,1.3,2.8,16.2,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1,1.2,8.1,19,1.8,1.4,3.2,0.07,0.4,-1.2,-0.8,0.7,1.23,2.41,1.86,1.05,1.141,29.29333333,1.461538462
16,Amir Johnson,C,30,PHI,74,1171,18,4.3,8,0.538,0.3,1,0.313,4,7,0.57,1.6,2.6,0.612,3.8,6.4,10.1,3.6,1.4,1.4,1.7,5.9,10.5,14.8,0.575,0.123,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2,4.1,0.169,-0.2,3.1,2.9,1.5,0.26,3.28,0.66,0.97,1.34,15.82432432,2.117647059
17,Andre Drummond,C,24,DET,78,2625,78,6.4,12.1,0.529,0,0.2,0,6.4,11.9,0.536,3.3,5.4,0.605,5.5,11.6,17.1,3.3,1.6,1.7,2.7,3.4,16.1,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.189,0.2,5.3,5.5,5,1.18,11.82,2.26,5.45,1.322,33.65384615,1.222222222
18,Andre Iguodala,SF,34,GSW,64,1622,7,3.3,7.1,0.463,0.7,2.6,0.282,2.6,4.5,0.567,1.2,1.9,0.632,1.1,4.4,5.5,4.7,1.2,0.8,1.5,2.2,8.5,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,0.094,-0.7,0.9,0.2,0.9,1.46,2.85,0.91,0.5,1.201,25.34375,3.133333333
19,Andre Roberson,SG,26,OKC,39,1037,39,3,5.6,0.537,0.3,1.2,0.222,2.7,4.4,0.627,0.4,1.3,0.316,2.6,3.8,6.4,1.6,1.6,1.2,1,3.1,6.7,10.9,0.543,0.222,0.235,7.8,12.2,9.9,6,2.2,3.1,14.4,8.6,0.8,1.3,2.2,0.1,-1.3,2.8,1.5,0.9,1.1,4.05,1.15,1.1,1.198,26.58974359,1.6
20,Andrew Bogut,C,33,LAL,23,216,5,2.8,4.2,0.68,0,0,NA,2.8,4.2,0.68,0.3,0.3,1,4.3,8.7,13,2.5,0.7,2.2,3.2,6.7,6,10.9,0.696,0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-3.6,3.6,0,0.1,0.09,1.39,0.17,0.96,1.44,9.391304348,0.78125
21,Andrew Harrison,PG,23,MEM,56,1326,46,4.9,11.6,0.422,1.3,3.9,0.331,3.6,7.8,0.467,3.4,4.3,0.78,0.6,2.9,3.6,4.8,1,0.7,2.2,3.7,14.5,12.7,0.534,0.331,0.371,2,9.7,5.7,21.3,1.4,1.8,14,19.6,1,0.7,1.7,0.062,-0.9,-1.5,-2.5,-0.2,1.17,3.35,1.35,0.63,1.259,23.67857143,2.181818182
22,Andrew White,SF,24,ATL,15,209,0,4.3,12.6,0.342,3.1,8.4,0.367,1.2,4.1,0.292,0.2,0.7,0.25,0.7,5.2,5.9,1,0.5,0.2,1.4,2.1,11.9,5.8,0.461,0.671,0.055,2.1,16,9.1,4.3,0.7,0.4,9.7,17.3,-0.2,0.1,-0.1,-0.034,-4.2,-2.9,-7.1,-0.3,0.43,1.14,0.86,0.43,1.118,13.93333333,0.714285714
23,Andrew Wiggins,SF,22,MIN,82,2979,82,6.9,15.7,0.438,1.4,4.1,0.331,5.5,11.6,0.475,2.4,3.8,0.643,1,3.3,4.3,1.9,1.1,0.6,1.7,2,17.5,13,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-1.1,-1.4,-2.5,-0.4,1.88,8.03,3.07,1.93,1.126,36.32926829,1.117647059
24,Ante Zizic,C,21,CLE,32,214,2,8.2,11.3,0.731,0,0,NA,8.2,11.3,0.731,3.5,4.9,0.724,4,6.1,10.1,0.8,0.3,2.2,1.9,5,20,24.2,0.746,0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1,0.231,1.3,-1.2,0.1,0.1,0,2.27,0.36,0.86,1.611,6.6875,0.421052632
25,Anthony Davis,PF,24,NOP,75,2727,75,10.3,19.3,0.534,0.7,2.1,0.34,9.6,17.2,0.558,6.5,7.9,0.828,2.5,8.5,11,2.3,1.5,2.5,2.1,2.1,27.9,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2,5.6,8.6,30,8.8,4.9,13.7,0.241,2.8,2.3,5.2,4.9,3.46,14.95,4.22,4.63,1.438,36.36,1.095238095
26,Anthony Tolliver,PF,32,DET,79,1757,14,4.5,9.7,0.464,3.3,7.5,0.436,1.2,2.2,0.561,2.2,2.7,0.797,1,3.9,4.9,1.8,0.7,0.4,1.2,3,14.4,13.9,0.663,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,2.3,-0.8,1.5,1.5,0.74,1.17,1.32,0.75,1.404,22.24050633,1.5
27,Antonio Blakeney,SG,21,CHI,19,314,0,6.1,16.4,0.371,1.7,6,0.288,4.4,10.4,0.418,3.4,4.5,0.769,0.5,3.3,3.8,2.3,0.8,0.1,1.3,2.2,17.3,10.1,0.471,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0,-0.006,-3.2,-3.6,-6.8,-0.4,1.63,1.63,1.06,0.56,1.102,16.52631579,1.769230769
28,Antonius Cleveland,SG,23,TOT,17,123,0,2.3,6.1,0.381,0.9,1.2,0.75,1.5,5,0.294,1.2,1.8,0.667,0.9,3.2,4.1,0.6,2,1.5,2,6.7,6.7,4.5,0.486,0.19,0.286,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0,-0.006,-6.7,2.2,-4.5,-0.1,0,0.31,0,0.15,0.714,7.235294118,0.3
29,Aron Baynes,C,31,BOS,81,1485,67,5.1,10.8,0.471,0.1,0.5,0.143,5,10.3,0.487,1.4,1.9,0.756,3.2,7.4,10.5,2.3,0.5,1.2,1.9,4.8,11.7,12.1,0.502,0.047,0.175,9.7,22.1,16,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3,0.097,-3.8,2.1,-1.7,0.1,0.03,3.43,0.48,1.4,1.101,18.33333333,1.210526316
30,Arron Afflalo,SG,32,ORL,53,682,3,3.4,8.6,0.401,1.4,3.7,0.386,2,4.9,0.413,1.2,1.4,0.846,0.2,3.3,3.5,1.6,0.2,0.5,1.1,3,9.4,5.8,0.516,0.432,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009,-4.1,-1.8,-5.8,-0.7,0.3,0.87,0.61,0.24,1.099,12.86792453,1.454545455
31,Austin Rivers,SG,25,LAC,61,2057,59,6,14.1,0.424,2.4,6.3,0.378,3.6,7.8,0.461,1.8,2.8,0.642,0.5,2.1,2.5,4.2,1.3,0.3,1.9,2.7,16.1,12.6,0.526,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1,2.4,0.056,0.8,-1.7,-0.9,0.6,1.19,6.77,1.98,0.96,1.159,33.72131148,2.210526316
32,Avery Bradley,SG,27,TOT,46,1433,46,6.5,15.7,0.414,1.9,5.1,0.369,4.6,10.6,0.436,1.6,2.1,0.768,0.6,2.4,2.9,2.4,1.3,0.2,2.5,2.3,16.5,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.007,-2.8,-1.4,-4.2,-0.8,1.83,5.13,2.78,1.52,1.05,31.15217391,0.96
33,Bam Adebayo,C,20,MIA,69,1368,19,4.6,8.9,0.512,0,0.2,0,4.6,8.8,0.523,3.4,4.7,0.721,3.1,6.9,10,2.7,0.8,1.1,1.7,3.6,12.6,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.148,-1.6,1.8,0.2,0.8,0.49,4.71,0.85,1.27,1.441,19.82608696,1.588235294
34,Ben McLemore,SG,24,MEM,56,1091,17,5.2,12.3,0.421,1.8,5.2,0.346,3.4,7.1,0.477,1.7,2.1,0.828,1.1,3.5,4.6,1.7,1.3,0.5,2,4.6,13.9,9.7,0.526,0.426,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19,-0.2,0.7,0.5,0.023,-2.1,-1.4,-3.6,-0.4,1.11,2.53,1.38,0.93,1.149,19.48214286,0.85
35,Ben Moore,PF,22,IND,2,9,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,4,4,4,0,0,0,16,0,-2.3,NA,NA,NA,0,12.5,6.3,13.1,0,0,NA,0,0,0,0,0.072,-5.3,0.3,-5,0,0,0,0,0,0,4.5,Inf
36,Ben Simmons,PG,21,PHI,81,2732,81,7.2,13.2,0.545,0,0.1,0,7.2,13,0.551,2.5,4.5,0.56,1.9,6.8,8.7,8.7,1.8,0.9,3.7,2.8,16.9,20,0.557,0.011,0.342,5.9,19.5,13,37.4,2.5,2.1,19.5,22.3,4.2,5,9.2,0.162,1,3.6,4.6,4.6,1.82,12.88,2.97,1.68,1.262,33.72839506,2.351351351
37,Bismack Biyombo,C,25,ORL,82,1495,25,4.4,8.5,0.52,0,0,0,4.4,8.5,0.521,2.5,3.8,0.65,3.5,7.8,11.3,1.6,0.5,2.3,2,3.8,11.3,14.1,0.556,0.003,0.446,10.5,24,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-3.7,2.1,-1.6,0.2,0.23,4.03,0.59,1.36,1.338,18.23170732,0.8
38,Blake Griffin,PF,28,TOT,58,1970,58,8,18.2,0.438,2,5.9,0.345,5.9,12.3,0.482,4.7,6,0.785,1.3,6.5,7.8,6.1,0.7,0.3,3,2.5,22.7,19.6,0.544,0.323,0.331,4.1,19.8,12,28.1,1,0.8,12.6,28.9,3.2,1.8,4.9,0.12,2.9,-0.1,2.8,2.4,1.27,9.65,3.27,2.27,1.243,33.96551724,2.033333333
39,Boban Marjanovic,C,29,TOT,39,337,1,8.4,15.8,0.534,0,0,NA,8.4,15.8,0.534,8.2,10.4,0.794,5.1,10.3,15.4,2.4,1.1,1.2,3.8,5.4,25.1,26,0.616,0,0.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,1,0.5,1.5,0.215,-0.3,-0.3,-0.6,0.1,0.08,4,0.6,1.56,1.485,8.641025641,0.631578947
40,Bobby Brown,PG,33,HOU,20,115,0,5.9,18.2,0.328,3.4,12.5,0.275,2.5,5.6,0.444,0.3,0.6,0.5,0,2.2,2.2,3.4,1.3,0,2.8,1.9,15.7,5.5,0.425,0.69,0.034,0,6.8,3.4,15,1.7,0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-5,-4.2,-9.3,-0.2,0,0.4,0.6,0.15,0.862,5.75,1.214285714
41,Bobby Portis,PF,22,CHI,73,1643,4,8.4,17.8,0.471,1.8,4.9,0.359,6.6,12.9,0.514,2.6,3.4,0.769,3.5,7.4,10.9,2.7,1.1,0.5,2.3,2.8,21.1,19.7,0.548,0.275,0.192,10,23,16.2,13.2,1.5,1.3,10.5,26,2,1.5,3.5,0.101,1,-0.6,0.3,1,1.05,6.07,2.02,2.59,1.204,22.50684932,1.173913043
42,Bogdan Bogdanovic,SG,25,SAC,78,2175,53,5.7,12.8,0.446,2.1,5.4,0.392,3.6,7.3,0.485,1.7,2,0.84,0.5,3.2,3.7,4.3,1.2,0.3,2.1,2.8,15.2,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,0.5,-1.5,-1,0.6,0.98,3.36,1.97,0.74,1.211,27.88461538,2.047619048
43,Bojan Bogdanovic,SF,28,IND,80,2464,80,5.9,12.4,0.474,2.3,5.6,0.402,3.6,6.8,0.534,2.6,3,0.868,0.4,3.5,3.9,1.7,0.8,0.1,1.5,1.9,16.7,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19,3.8,1.6,5.4,0.105,1.1,-1.9,-0.7,0.8,3.24,4.74,2.51,1.26,1.336,30.8,1.133333333
44,Bradley Beal,SG,24,WAS,82,2977,82,8.3,17.9,0.46,2.4,6.4,0.375,5.9,11.5,0.507,3.5,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,1.9,22.5,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.112,2.7,-1,1.7,2.7,2.52,7.57,3.65,1.65,1.255,36.30487805,1.730769231
45,Brandan Wright,PF,30,TOT,28,381,1,5.6,9.6,0.578,0,0,NA,5.6,9.6,0.578,2,3.1,0.636,3.1,5.9,9,1.2,1.2,2.5,0.8,3,13.1,19,0.596,0,0.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,0.8,0.5,1.3,0.163,-1.3,2.2,0.9,0.3,0.79,4,0.79,1.07,1.363,13.60714286,1.5
46,Brandon Ingram,SF,20,LAL,59,1975,59,6.5,13.9,0.47,0.7,1.9,0.39,5.8,12,0.483,3.5,5.1,0.681,1,4.7,5.7,4.2,0.8,0.8,2.7,3,17.3,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1,1.8,2.8,0.068,-1.6,0.3,-1.3,0.4,2.51,7.82,2.35,1.93,1.242,33.47457627,1.555555556
47,Brandon Jennings,PG,28,MIL,14,205,0,4.7,12.6,0.375,1.6,5.8,0.273,3.2,6.8,0.462,1.8,1.8,1,0.9,4.6,5.4,7.7,1.1,0.7,3.2,1.9,12.8,12.7,0.478,0.458,0.139,2.9,14.8,8.9,31.1,1.5,1.7,19.1,20.8,0,0.1,0.1,0.026,-2,-1.7,-3.8,-0.1,0,1,1,0,1.5,14.64285714,2.40625
48,Brandon Paul,SG,26,SAS,64,576,2,3.4,7.9,0.433,0.9,3.4,0.278,2.5,4.6,0.548,1.4,2.7,0.512,0.4,3.9,4.2,2.3,1.6,0.4,1.8,3.6,9.2,7.5,0.504,0.425,0.339,1.1,12,6.5,9,2.2,1,16.6,13.6,-0.3,0.8,0.5,0.044,-3.6,0.9,-2.8,-0.1,0.41,1.14,0.63,0.27,1.149,9,1.277777778
49,Briante Weber,PG,25,TOT,18,237,0,2.9,6.5,0.442,0.6,1.7,0.364,2.3,4.9,0.469,1.2,1.5,0.8,1.2,4.1,5.3,3.3,2.7,0.8,2.3,4.3,7.6,10.1,0.527,0.256,0.233,3.8,13.1,8.4,13.1,3.8,1.9,24,11.7,0,0.4,0.4,0.072,-3.2,2.9,-0.4,0.1,0.5,0.86,0.64,0.14,1.167,13.16666667,1.434782609
50,Brice Johnson,PF,23,TOT,18,98,0,7.3,15.4,0.476,0,0.4,0,7.3,15.1,0.488,1.1,1.8,0.6,3.3,8.1,11.4,0.7,3.3,2.2,1.8,4.8,15.8,18.2,0.486,0.024,0.119,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0,0.2,0.2,0.082,-4.9,2,-2.8,0,0.13,1.5,0.5,0.38,1,5.444444444,0.388888889
51,Brook Lopez,C,29,LAL,74,1735,72,7.7,16.5,0.465,2.3,6.7,0.345,5.3,9.7,0.549,2.3,3.3,0.703,1.5,4.6,6.1,2.6,0.6,2,2,4,19.9,16.4,0.557,0.41,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.3,0.2,0.5,1.1,0.83,5.77,0.93,1.45,1.187,23.44594595,1.3
52,Bruno Caboclo,SF,22,TOT,12,107,0,3,10.4,0.29,1,5.7,0.176,2,4.7,0.429,1.7,2,0.833,2.4,5,7.4,1.3,1,1.3,1.3,2.7,8.7,7.7,0.386,0.548,0.194,7.1,16.6,11.7,6.3,1.4,3.5,10.6,15.8,-0.1,0.1,0,-0.017,-4.7,-0.2,-4.9,-0.1,0,0.67,0.5,0.67,0.647,8.916666667,1
53,Bryn Forbes,SG,24,SAS,80,1517,12,5,11.8,0.421,2.1,5.4,0.39,2.8,6.4,0.446,1.1,1.7,0.667,0.3,2.3,2.6,1.9,0.7,0,0.9,2.6,13.2,9.1,0.525,0.459,0.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-1.2,-1.9,-3.1,-0.4,0.91,1.62,1.29,0.53,1.114,18.9625,2.111111111
54,Buddy Hield,SG,24,SAC,80,2024,12,7.4,16.6,0.446,3.1,7.3,0.431,4.3,9.3,0.457,1.3,1.4,0.877,1,4.5,5.5,2.8,1.5,0.4,2.2,2.6,19.2,16.1,0.557,0.437,0.087,3,14.8,8.6,12.8,2.1,1,11.3,24.3,1.3,1.5,2.8,0.067,1.2,-1.4,-0.2,0.9,2.04,3.22,2.51,1.15,1.127,25.3,1.272727273
55,Caleb Swanigan,PF,20,POR,27,189,3,4.6,11.4,0.4,0.2,1.5,0.125,4.4,9.9,0.442,2.3,3.4,0.667,2.9,7.4,10.3,2.7,1,0.6,3.4,7,11.6,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20,-0.3,0.3,0,-0.003,-6,0.6,-5.4,-0.2,0.1,1.5,0.3,0.6,0.935,7,0.794117647
56,Cameron Payne,PG,23,CHI,25,582,14,5.4,13.3,0.405,2.2,5.6,0.385,3.2,7.7,0.419,0.7,1,0.75,1.1,3.2,4.3,7,1.6,0.6,2.2,2.7,13.7,14,0.498,0.423,0.074,3.2,9.8,6.4,29.9,2.2,1.4,14,19.3,0.3,0.4,0.8,0.063,-0.2,-0.8,-0.9,0.2,1.82,3.64,2.09,1.09,1.072,23.28,3.181818182
57,Caris LeVert,SF,23,BRK,71,1864,10,6.2,14.2,0.435,1.6,4.7,0.347,4.5,9.5,0.48,2.6,3.6,0.711,1,4,5,5.8,1.6,0.4,3,3.1,16.6,14.3,0.525,0.333,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.059,-0.3,-0.2,-0.5,0.7,1.78,5.62,2.22,1.36,1.169,26.25352113,1.933333333
58,Carmelo Anthony,PF,33,OKC,78,2501,78,6.8,16.8,0.404,2.4,6.8,0.357,4.4,10,0.437,2.1,2.8,0.767,1,5.6,6.5,1.5,0.7,0.7,1.4,2.8,18.2,12.7,0.503,0.406,0.165,2.9,17.7,10,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-1.9,-1.9,-3.8,-1.1,1.89,3.33,2.8,2.55,1.088,32.06410256,1.071428571
59,Cedi Osman,SF,22,CLE,61,672,12,4.8,10,0.484,1.7,4.7,0.368,3.1,5.3,0.586,1.4,2.5,0.565,1,5.4,6.4,2.2,1.2,0.2,1.7,4.2,12.7,11,0.577,0.468,0.247,3.2,16.6,10,8.7,1.6,0.4,13.4,15.7,0.5,0.4,0.9,0.064,-1.4,-1.5,-2.9,-0.2,0.69,1.44,0.5,0.39,1.315,11.01639344,1.294117647
60,Chandler Parsons,SF,29,MEM,36,691,8,5.6,12.2,0.462,2.7,6.3,0.421,3,5.9,0.504,0.9,1.4,0.63,0.7,4,4.7,3.6,0.9,0.6,1.8,2.8,14.8,13.6,0.578,0.517,0.115,2.3,13,7.5,16.4,1.3,1.5,12.5,18.3,0.7,0.4,1.1,0.077,0.4,-1.6,-1.2,0.1,0.75,2.25,1.16,0.69,1.207,19.19444444,2
61,Channing Frye,C,34,TOT,53,695,1,5.4,11,0.491,2,6,0.339,3.4,5,0.67,0.9,1,0.895,0.6,6.4,7,2,0.9,0.7,1.1,3.6,13.7,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.101,-0.7,-1,-1.7,0.1,0.04,1.56,0.6,0.6,1.265,13.11320755,1.818181818
62,Charles Cooke,SG,23,NOP,13,38,0,1.9,13.3,0.143,0.9,7.6,0.125,0.9,5.7,0.167,0.9,1.9,0.5,0,1.9,1.9,0.9,0.9,0,0.9,0,5.7,-5.1,0.202,0.571,0.143,0,5.5,2.9,3.2,1.3,0,6.3,18.1,-0.2,0,-0.2,-0.239,-10.8,-3.8,-14.6,-0.1,0,0.22,0,0,0.6,2.923076923,1
63,Cheick Diallo,PF,21,NOP,52,581,0,6.3,10.9,0.58,0,0,NA,6.3,10.9,0.58,3.1,4.1,0.758,2.9,10.2,13.1,1.2,0.7,1.3,1.7,5.1,15.7,17,0.619,0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12,17.4,1.1,0.8,1.9,0.157,-2.8,-0.3,-3.1,-0.2,0.51,3.03,0.65,0.81,1.333,11.17307692,0.705882353
64,Chris McCullough,PF,22,WAS,19,90,0,7.2,16.8,0.429,0.4,3.2,0.125,6.8,13.6,0.5,3.6,5.6,0.643,2.8,7.2,10,1.6,0,2,0.8,3.2,18.4,15.8,0.478,0.19,0.333,8.8,22.6,15.7,7.1,0,4.9,4,24.6,0.1,0.1,0.2,0.081,-3.8,-1.9,-5.7,-0.1,0.37,1.37,0.32,0.32,1.095,4.736842105,2
